name,namings,Ibnhajar_rank,shuhra,laqab,nasab,selat_karaba,mazhab,kunia,death_year,tabaqa,zahabi_rank,living_city,birth_year,death_city,journey_city,id,narrated_from,narrated_to,id_in_full_list
الحسين بن علي بن الحسين بن محمد بن محمد بن أحمد بن يوسف,"['أبو علي الحسين بن علي الشحامي', 'أبو علي الحسين بن علي بن الحسين الشحامي', 'الحسين بن علي الشحامي']",-,-,-,النيسابوري ، الشحامي,كان يخدم الخاتون مهد العراق,-,أبو علي,545 هـ,-,-,-,467 هـ,مرو,-,1896,"[111, 364]",[],969
رياح بن عبيدة,"['أبيه', 'رباح بن عبيدة', 'رياح بن عبيدة']",ثقة,-,-,الباهلي مولاهم ، البصري ، ويقال : الكوفي ، ويقال : الحجازي  ، السلمي ، الهلالي,مولى باهلة ، والد : موسى ، والخيار ، وإسماعيل ، جد عمر بن عبد الوهاب بن رياح الرياحي ، من جلساء عمر بن عبد العزيز ، يقال : إنه جد إسماعيل بن رياح,-,-,121هـ : 130هـ,الرابعة,وثق,الحجاز,-,-,-,1897,"[489, 691, 478, 1158, 97, 405]","[1902, 596, 426]",3265
شعيب بن شعيب بن إسحاق بن عبد الرحمن بن عبد الله بن راشد,"['شعيب بن شعيب', 'شعيب بن شعيب الدمشقي', 'شعيب بن شعيب بن إسحاق', 'شعيب بن شعيب بن إسحاق الدمشقي', 'شعيب بن شعيب بن إسحاق دمشقي', 'شعيب بن شعيب يعني ابن إسحاق الدمشقي']",صدوق,-,-,القرشي ، الأموي مولاهم ، الدمشقي,مولى رملة بنت عثمان بن عفان,-,أبو محمد,264 هـ,الحادية عشرة,ثقة,-,190هـ,-,-,1898,"[1425, 76]",[228],10423
محمد بن داود بن سليمان,"['أبو بكر بن داود', 'أبو بكر بن داود الزاهد', 'أبو بكر محمد بن داود الزاهد', 'أبو بكر محمد بن داود بن سليمان', 'أبو بكر محمد بن داود بن سليمان الزاهد', 'أبو بكر محمد بن داود بن سليمان الصوفي', 'أبو بكر محمد بن سليمان الزاهد']",-,-,الحافظ,الحافظ ، العابد ، النيسابوري ، الزاهد,-,شيخ الصوفية,أبو بكر,342 هـ,-,-,بغداد ، نيسابور,-,نيسابور,هراة ، مرو ، الري ، نسا ، جرجان ، البصرة ، مكة ، بغداد ، الأهواز ، مصر ، الشام ، الموصل,1899,"[1353, 79, 455, 38, 624, 271, 1803, 1155]",[5],99
عبد الله بن عقيل,"['أبو عقيل', 'أبو عقيل اسمه عبد الله بن عقيل', 'أبو عقيل الثقفي', 'أبو عقيل الثقفي عبد الله بن عقيل', 'أبو عقيل عبد الله بن عقيل', 'أبو عقيل عبد الله بن عقيل الثقفي', 'أبو عقيل وهو عبد الله بن عقيل', 'أبو عقيل يعني الثقفي', 'أبو عقيل يعني الثقفي عبد الله بن عقيل', 'أبو عقيل يعني عبد الله بن عقيل', 'أبو عقيل يعني عبد الله بن عقيل الثقفي', 'عبد الله بن عقيل الثقفي']",صدوق,-,-,الثقفي مولاهم ، الكوفي,مولى عثمان بن المغيرة الثقفي,-,أبو عقيل,171 هـ : 180 هـ,الثامنة,صدوق,بغداد,-,-,-,1900,"[820, 1776]",[39],2684
عبد الرحمن بن محمد بن إسحاق بن محمد بن يحيى بن منده,"['أبو القاسم عبد الرحمن ابن أبي عبد الله بن منده', 'أبو القاسم عبد الرحمن بن أبي عبد الله', 'أبو القاسم عبد الرحمن بن أبي عبد الله بن منده', 'أبو القاسم عبد الرحمن بن محمد بن إسحاق بن منده']",-,-,-,العبدي ، الأصبهاني,أخوه عبد الوهاب,-,أبو القاسم,470 هـ,-,-,-,381 هـ ، أو 383 هـ,-,بغداد ، واسط ، مكمة ، شيراز ، والدينور ، همذان ، نيسابور ، واسط,1901,"[788, 1605]","[884, 2055]",8376
إسماعيل بن رياح بن عبيدة,"['إسماعيل بن رباح', 'إسماعيل بن رياح', 'إسماعيل بن رياح بن عبيدة', 'رباح', 'رياح']",مجهول,-,-,السلمي,-,-,-,-,الثالثة,يجهل,-,-,-,-,1902,"[1897, 478]",[1029],5877
عبد الرحمن بن جابر بن عبد الله,"['أبو عبس', 'أبو عتيق', 'ابن جابر', 'ابني جابر', 'ابني جابر عبد الرحمن', 'عبد الرحمن', 'عبد الرحمن بن جابر', 'عبد الرحمن بن جابر الأنصاري', 'عبد الرحمن بن جابر بن عبد الله', 'عبد الرحمن بن جابر بن عبد الله الأنصاري', 'عبد الرحمن بن فلان', 'عبد الرحمن هو ابن جابر', 'عبد الله']",ثقة,-,-,الأنصاري ، السلمي ، المدني,أخو : محمد بن جابر,-,أبو عتيق,بين 101 هـ و110 هـ,الثالثة,ثقة,المدينة,-,-,-,1903,"[324, 1904]","[460, 174, 518, 398, 1362, 797, 304, 724]",3996
ثابت بن مرداس,['ثابت بن مرداس'],-,-,-,-,-,-,-,-,-,-,-,-,-,-,1904,[379],[1903],12406
أحمد بن إبراهيم بن الحسين بن إبراهيم بن خلف بن موسى,"['أحمد بن إبراهيم المقرئ', 'أحمد بن إبراهيم بن أبي قتادة المقرئ']",-,ابن أبى قتادة,-,المقرئ ، الطوابيقي,-,-,أبو بكر,-,-,-,-,-,-,-,1905,[1825],"[128, 1632]",6633
أحمد بن علي بن أحمد بن محمد بن شبيب,"['أبو نصر', 'أبو نصر أحمد بن علي', 'أبو نصر أحمد بن علي الفامي', 'أبو نصر أحمد بن علي القاضي', 'أبو نصر أحمد بن علي بن أحمد الفامي', 'أبو نصر أحمد بن علي بن أحمد الفامي الشيخ الصالح', 'أبو نصر أحمد بن علي بن أحمد القاضي', 'أبو نصر أحمد بن علي بن أحمد بن شبيب الفامي', 'أبو نصر أحمد بن علي بن أحمد بن شبيب بن القاضي', 'أبو نصر الفامي']",-,-,-,الفامي ، الشبيبي ، الخندقي,-,-,أبو نصر,415 هـ,-,-,-,-,-,-,1906,"[522, 719, 1495]",[35],5874
خالد بن دريك,"['خالد', 'خالد بن الدريك', 'خالد بن دريك', 'خالد يعني ابن دريك']",ثقة يرسل.,-,-,الشامي ، العسقلاني ، ويقال : الرملي ،  ويقال : الدمشقي.,-,-,-,بين 111 هـ و120هـ,الثالثة.,ثقة.,-,-,-,-,1907,"[98, 97, 439, 1705, 496, 1931]","[489, 102, 157, 716]",1507
عاصم بن عدي بن الجد بن العجلان بن حارثة بن ضبيعة,"['أبيه', 'جده', 'عاصم', 'عاصم بن عدي', 'عاصم بن عدي بن الجد بن عجلان بن حارثة بن ضبيعة بن حرام بن جعل بن عمرو بن خثيم بن ودم بن ذبيان بن هميم بن هتم بن بلي بن عمرو بن الحاف بن قضاعة']",-,-,-,العجلاني ، القضاعي ، البلوي ، حليف الأنصار ، الأوسي,أخو : معن بن عدي ، وحليف الأنصار ، ووالد : أبي البداح بن عاصم ، وسهلة بنت عاصم ، وأحفاده من ابنته : عمر ، ومعن ، وزيد أبناء عبد الرحمن بن عوف,-,أبو عبد الله ، ويقال : أبو عمرو ، ويقال أبو عمر,40 هـ ، أو : 45 هـ,صحابي,-,المدينة,-,-,-,1908,[275],"[1257, 663, 66]",3931
خبيب بن إساف بن عنبة بن عمرو بن خديج بن عامر بن جشم بن الحارث بن الخزرج بن الأوس ، ويقال ابن يساف,"['جده', 'خبيب بن يساف']",-,-,-,الأنصاري ، الخزرجي ، الأوسي ، بدري,ابنه عبد الرحمن ، حفيده خبيب بن عبد الرحمن ، كان عامل عمر ، من بني جشم بن الحارث بن الخزرج,-,-,في خلافة عمر أو في خلافة عثمان,-,-,-,-,-,-,1909,"[948, 1417]","[948, 716]",6912
عبد الرحمن بن حمدان بن المرزبان,"['أبو محمد عبد الرحمن بن حمدان', 'أبو محمد عبد الرحمن بن حمدان الجلاب', 'أبو محمد عبد الرحمن بن حمدان الحافظ الجلاب', 'عبد الرحمن بن حمدان', 'عبد الرحمن بن حمدان الجلاب', 'عبد الرحمن بن حمدان الهمداني', 'عبد الرحمن بن حمدان بن المرزبان الجلاب']",-,-,-,الهمذاني ، الجلاب ، الجزار,-,-,أبو محمد,342 هـ,-,-,همذان,-,-,-,1910,"[1340, 1559, 437, 885]",[5],2914
عبد الله بن حنين,"['أبوه', 'أبي', 'أبيه', 'ابن حنين', 'ابن حنين مولى ابن عباس', 'ابن حنين مولى علي', 'جده', 'عبد الله بن حنين']",ثقة,-,-,القرشي ، الهاشمي مولاهم ، المدني,والد : إبراهيم بن عبد الله بن حنين ، ومولى : العباس بن عبد المطلب ، ويقال : مولى علي بن أبي طالب ، قال ابن حبان : والصحيح أنه مولى مثقب ، ومثقب مولى مسحل ، ومسحل مولى شماس ، وشماس مولى العباس بن عبد المطلب ، ولذلك قيل مولى العباس,-,-,في أول خلافة يزيد بن عبد الملك,الثالثة,-,-,-,-,-,1911,"[1454, 56, 251, 97, 104, 643]","[447, 397, 1770, 257, 696, 334, 10, 488, 571]",6357
سهل بن حنيف بن واهب بن العكيم بن ثعلبة بن مجدعة بن الحارث بن عمرو بن خنساء ويقال : خناس بن عوف بن عمرو بن عوف بن مالك بن الأوس .,"['أبوه', 'أبي', 'أبيه', 'ابن حنيف', 'جده', 'سهل', 'سهل بن حنيف', 'سهل بن حنيف بن واهب بن عكيم بن ثعلبة أبو ثابت']",صحابي,-,-,الأنصاري ، الأوسي ، المدني ، بدري,والد :  أبو أمامة أسعد ، وعبد الله أو عبد الرحمن ، أمه :  هند بنت رافع ،  وأخواه :  لأمه عبد الله  ، والنعمان ابنا أبي حبيبة بن الأزعر ، أخو عثمان بن حنيف ، ويقال : آخى النبي -صلى الله عليه وسلم- بينه وبين علي بن أبي طالب ، ثم صحب عليا من حين بويع فاستخلفه على البصرة ، ثم شهد معه صفين وولاه فارس وصلى عليه رضي الله عنهما .,-,أبو سعد ، أبو عبد الله، أبو ثابت ، أبو سعيد ، أبو الوليد,37 هـ ،او 38 هـ,صحابي,بدري جليل,البصرة ، الكوفة ، فارس,-,الكوفة,-,1912,[383],"[1056, 683, 297, 370, 1850, 2203]",251
علي بن محمد بن علي,"['أبو الحسن علي بن محمد بن علي البحاثي', 'المعلى البحاثي', 'علي', 'علي البحاثي', 'علي بن محمد', 'علي بن محمد البحائي', 'علي بن محمد البحاثي', 'علي بن محمد النسوي', 'علي بن محمد بن علي البحائي', 'علي بن محمد بن علي البحاثي', 'علي بن محمد بن علي النحاتي']",-,-,-,البحاثي ، الزوزنى ، الأديب,والد القاضي أبي القاسم,-,أبو الحسن,460 هـ,-,-,-,-,-,-,1913,"[1329, 191]",[],4632
الشفاء بنت عبد الله بن عبد شمس بن خلف ، ويقال : خالد بن شداد ، ويقال : صداد ، ويقال : ضرار بن عبد الله بن قرط بن رزاح بن عدي بن كعب ، ويقال : الشفاء بنت عبد الله بن هاشم بن خلف بن عبد شمس بن شداد ، قال أحمد بن صالح : اسمها ليلى ، وغلب عليها الشفاء,"['أم سليمان بن أبي حثمة', 'أمه', 'أمي', 'الشفاء', 'الشفاء أم سليمان', 'الشفاء ابنة عبد الله', 'الشفاء بنت عبد الله', 'جدته', 'جدته أم أبيه']",صحابية ، لها أحاديث,-,الشفاء,القرشية ، العدوية,مولاها أبو إسحاق ، وأمها فاطمة بنت أبي وهب بن عمرو بن عائذ بن عمران بن مخزوم ، وابنها سليمان بن أبي حثمة ، وحفيداها : أبو بكر ، وعثمان ابنا سليمان بن أبي حثمة ، وهي ختنة شرحبيل ابن حسنة,-,أم سليمان,-,صحابية ، لها أحاديث,من المهاجرات الأول,المدينة,-,-,-,1914,[23],"[1577, 66]",12137
بشر بن عاصم,"['بشر بن عاصم', 'بشر بن عاصم الليثي']",صدوق يخطئ,-,-,الليثي,أخوه : نصر بن عاصم,-,-,-,الثالثة,وثق,-,-,-,-,1915,[],[1530],12923
أم عيسى الخزاعية ، و يقال : أم عيسى الجزار,"['أم عيسى', 'أم عيسى الجزار', 'عمته']",لا يعرف حالها,-,-,الخزاعية,-,-,أم عيسى,-,السادسة,-,-,-,-,-,1916,[1917],[354],1593
أم عون بنت محمد بن جعفر بن أبي طالب,"['أم جعفر', 'أم جعفر بنت محمد', 'أم جعفر بنت محمد بن جعفر', 'أم جعفر بنت محمد بن جعفر بن أبي طالب', 'أم جعفر بنت محمد بن علي', 'أم جعفر زوجة محمد بن علي', 'أم عون ابنة محمد بن جعفر', 'أم عون بنت محمد بن جعفر', 'أمه']",مقبولة,-,-,الهاشمية ، القرشية,زوجة : محمد بن الحنفية ، ووالدة : عون بن محمد بن الحنفية ، وجدتها : أسماء بن عميس,-,أم عون ، ويقال : أم جعفر,-,من الثالثة,-,-,-,-,-,1917,"[1060, 98]",[1916],1594
عمارة بن رويبة,"['أبي', 'أبيه', 'عمارة بن رؤيبة', 'عمارة بن رويبة', 'عمارة بن رويبة الثقفي', 'عمارة وهو ابن رؤيبة']",صحابي,-,-,الثقفي ، الكوفي ، الجشمي,ابنه أبو بكر بن عمارة بن رويبة,-,أبو زهيرة,بعد 70 هـ,صحابي,له صحبة,الكوفة,-,-,-,1918,[104],"[1757, 501, 17]",10838
عبد الرحمن بن محمد بن عبد الله بن بندار بن شبانة,"['أبو سعيد عبد الرحمن بن محمد بن شبابة الشاهد', 'أبو سعيد عبد الرحمن بن محمد بن شبانة الشاهد']",-,-,-,الهمذاني ، العدل,-,-,أبو سعيد,425 هـ,-,-,-,-,-,-,1919,[1920],[35],17189
عبد الرحمن بن الحسن بن أحمد بن محمد بن عبيد بن عبد الملك,"['أبو القاسم عبد الرحمن بن الحسن الأسدي', 'أبو القاسم عبد الرحمن بن الحسن الأسدي الهمذاني', 'أبو القاسم عبد الرحمن بن الحسن القاضي', 'أبو القاسم عبد الرحمن بن الحسن القاضي الأسديان', 'أبو القاسم عبد الرحمن بن الحسن القاضي الهمذاني', 'أبو القاسم عبد الرحمن بن الحسن الهمذاني', 'أبو القاسم عبد الرحمن بن الحسن بن أحمد بن محمد بن عبيد بن عبد الملك الأسدي', 'أبو القاسم عبد الرحمن بن الحسين الأسدي', 'أبو القاسم عبد الرحمن بن الحسين القاضي', 'أبو القاسم عبد الرحمن بن حسن بن أحمد بن محمد بن عبيد الأسدي', 'القاضي', 'عبد الرحمن', 'عبد الرحمن بن الحسن', 'عبد الرحمن بن الحسن الأسدي', 'عبد الرحمن بن الحسن القاضي', 'عبد الرحمن بن الحسن الهمذاني القاضي', 'عبد الرحمن بن الحسن بن أحمد الأسدي', 'عبد الرحمن بن الحسن بن أحمد القاضي', 'عبد الرحمن بن الحسن بن أحمد بن محمد بن عبيد الأسدي', 'عبد الرحمن بن الحسين القاضي', 'عبد الرحمن بن الحصين القاضي', 'عبد الرحمن بن حسن الأسدي']",-,-,-,الأسدي ، الهمذاني ، القاضي,-,-,أبو القاسم,352 هـ,-,-,-,270 هـ,في الطريق من بغداد إلى همذان,بغداد,1920,[1554],"[2076, 1069, 1919, 5, 128, 211]",7827
عمارة بن عمرو بن حزم بن زيد بن لوذان بن عمرو بن عبد بن غنم بن مالك بن النجار,"['عمارة', 'عمارة بن حزم', 'عمارة بن حزم بن عمرو بن حزم', 'عمارة بن عامر بن حزم', 'عمارة بن عمرو', 'عمارة بن عمرو بن حزم']",ثقة,-,-,الأنصاري ، المدني ،  النجاري,أمه : سالمة بنت خثيم بن هشام بن خلف من بني ليث ،  وأخو  محمد بن عمرو بن حزم ،  ووالد : محمد بن عمارة ، وعبد الجبار بن عمارة ، وفاطمة بنت عمارة,-,-,73 هـ,من كبار الثالثة,وثق,المدينة,-,المدينة,-,1921,"[13, 50]",[354],6030
الحسن بن إسماعيل بن سليمان بن المجالد,"['الحسن بن إسماعيل', 'الحسن بن إسماعيل أبو سعيد', 'الحسن بن إسماعيل أبو سعيد البصري', 'الحسن بن إسماعيل البصري أبو سعيد', 'الحسن بن إسماعيل المجالدي', 'الحسن بن إسماعيل بن أبي المجالد', 'الحسن بن إسماعيل بن أبي المجالد المصيصي', 'الحسن بن إسماعيل بن سليمان', 'الحسن بن إسماعيل بن سليمان المجالدي', 'الحسن بن إسماعيل بن سليمان المجالدي المصيصي', 'الحسن بن إسماعيل بن سليمان بن مجالد', 'الحسن بن إسماعيل بن مجالد']",ثقة,-,-,الكلبي ، المجالدي ، المصيصي,-,-,أبو سعيد,بعد 240 هـ,العاشرة,ثقة,-,-,-,-,1922,"[502, 774, 639, 1, 180, 15, 369]","[228, 1135, 153]",5306
طلحة بن عبد الله بن عوف,"['طلحة', 'طلحة بن عبد الرحمن بن عوف', 'طلحة بن عبد الله', 'طلحة بن عبد الله بن عوف', 'طلحة بن عبد الله بن عوف ابن أخي عبد الرحمن بن عوف', 'طلحة بن عبد الله يعني ابن عوف', 'طلحة بن عبيد الله بن عوف', 'طلحة بن يحيى']",ثقة مكثر فقيه,طلحة الندى ، طلحة الجواد,طلحة الندى,الزهري ، المدني ، القاضي ، القرشي,عمه : عبد الرحمن بن عوف ، أمه : فاطمة بنت مطيع بن الأسود ، وابن ابن عمه : سعد بن إبراهيم بن عبد الرحمن بن عوف ، وعبد العزيز بن عمر بن عبد الرحمن بن عوف ، ولى قضاء المدينة : ليزيد ، وعمه : عبد الرحمن ، وأولاده : محمد وعمران وإبراهيم وعبد الله وعمر,-,أبو عبد الله ،   ويقال : أبو محمد,96 هـ أو 97 هـ ، أو : 99 هـ,الثالثة,ثقة,المدينة,-,المدينة,-,1923,"[1148, 98, 1359, 49, 1924, 251, 29, 1934]","[1837, 1707, 1119, 1851, 304]",2539
عبد الرحمن بن عمرو بن سهل ، وقد ينسب لجده,"['عبد الرحمن', 'عبد الرحمن بن سهل', 'عبد الرحمن بن سهل المدني', 'عبد الرحمن بن عمرو', 'عبد الرحمن بن عمرو بن سهل', 'عبد الرحمن بن عوف بن سهل']",ثقة,-,-,الأنصاري ، المدني,والد : عمرو بن عبد الرحمن ، وكان عامل الوليد بن عقبة على الصدقات,-,-,ويقال : قتل يوم الحرة  63 هـ ، وقيل : بقي إلى زمن عبد الملك,الثالثة,-,-,-,-,-,1924,"[1148, 29]",[1923],10935
الحسن بن منصور بن إبراهيم ، ويقال : الحسين بن منصور,"['أبو علي الحسن بن منصور البغدادي', 'الحسن بن الحسين بن منصور', 'الحسن بن منصور أبو علي', 'الحسن بن منصور الكسائي', 'الحسين بن علويه البغدادي', 'الحسين بن علي البغدادي المعروف بابن علويه', 'الحسين بن منصور', 'الحسين بن منصور البزار']",صدوق,أبو علوية,أبو علويه,البغدادي ، الشطوي ، الصوفي,-,-,أبو علي ، و أبو علويه,بين 251 هـ و260 هـ,العاشرة,ثقة,-,-,-,-,1925,"[866, 639, 65, 505, 224]","[125, 1017, 392]",746
محمد بن عمر بن حفص,"['أبو جعفر محمد بن عمر بن حفص', 'أبو جعفر محمد بن عمر هو ابن حفص التاجر', 'أبو جعفر محمد بن عمر وهو ابن حفص التاجر']",-,-,-,الجورجيري ، الأصبهاني,-,-,أبو جعفر,330 هـ,-,-,-,-,-,-,1926,[970],[788],10041
أحمد بن سعيد بن أحمد بن محمد بن معدان,"['أبو العباس أحمد بن سعيد المروزي', 'أبو العباس أحمد بن سعيد المعداني', 'أحمد بن سعيد المعداني']",-,-,-,الأزدي ، المروزي,-,-,أبو العباس,375 هـ,-,-,-,-,-,-,1927,[1928],"[67, 5]",15313
عبد الله بن محمود بن عبد الله,"['عبد الله', 'عبد الله بن عبد الرحمن السعدي المروزي', 'عبد الله بن محمد السعدي', 'عبد الله بن محمود', 'عبد الله بن محمود السعدي', 'عبد الله بن محمود المروزي', 'عبد الله بن محمود بن سليمان', 'عبد الله بن محمود بن سليمان السعدي', 'عبد الله بن محمود بن سليمان السعدي المروزي']",-,-,الحافظ,الحافظ ، السعدي ، المروزي,-,-,أبو عبد الرحمن,311 هـ,-,-,مرو,-,-,العراق,1928,"[920, 445, 1970, 615, 1101, 512]","[648, 1051, 192, 1927, 435]",1641
زياد بن حدير,"['أبو المغيرة', 'جدي', 'زياد', 'زياد بن حدير', 'زياد بن حدير الأسدي', 'زياد عامل البصرة']",ثقة عابد,-,-,الأسدي ، الكوفي,كاتب لعمر على العشور ، أخو زيد بن حدير,-,أبو المغيرة ، ويقال: أبو عبد الرحمن,71 هـ : 80 هـ,الثانية,ثقة عابد,الكوفة,-,-,-,1929,"[338, 61, 104, 23]","[742, 255, 910, 1768, 663, 887, 423]",2446
إبراهيم بن إسماعيل ، ويقال : إسماعيل بن إبراهيم,"['إبراهيم بن إسماعيل', 'إسماعيل الشيباني', 'إسماعيل بن إبراهيم', 'إسماعيل بن إبراهيم الشيباني']",مجهول الحال,-,-,السلمي ، الحجازي ، ويقال : الشيباني,-,-,-,-,الثالثة,قال أبو حاتم : يجهل,-,-,-,-,1930,"[479, 49, 251, 97, 2207]",[378],9142
يعلى بن أمية بن أبي عبيدة بن همام ، واسمه : عبيد ، ويقال : زيد بن همام بن الحارث بن بكر بن زيد بن مالك بن حنظلة بن مالك بن زيد مناة بن تميم ، وهو : يعلى بن منية بنت غزوان .,"['أبوه', 'أبوها', 'أبيه', 'جده', 'جدي', 'يعلى', 'يعلى بن أمية', 'يعلى بن أمية القرشي', 'يعلى بن منبه', 'يعلى بن منبه أو ابن أمية', 'يعلى بن منيه']",صحابي ، مشهور .,-,-,التميمي ، الحنظلى ، المكي ، حليف بني نوفل ، الثقفي .,أمه منية ويقال : جدته  أخت عتبة بن غزوان ، ابن أخيه صفوان بن عبد الله بن يعلى بن أمية ، أخوه عبد الرحمن بن أمية ، يقال : والد عبد الرحمن بن يعلى بن أمية ، وعثمان بن يعلى بن أمية  ، ومحمد بن يعلى بن أمية ،  وأخته نفيسة ، وأخوه سلمة بن أمية ،  حليف بني نوفل ، وقيل : لبني عبد شمس ، استعمله أبو بكر على حلوان ، واستعمله عمر على بعض اليمن ، واستعمله عثمان على الجند .,-,أبو خلف ، ويقال : أبو خالد ، ويقال : أبو صفوان .,40 هـ وبضع .,صحابي ، مشهور .,شهد حنينا,مكة ،   نجران,-,صفين .,اليمن .,1931,"[324, 251, 29, 104, 23, 1586]","[1907, 1355, 493, 377, 809, 690, 198]",1508
أحمد بن محمد بن إبراهيم بن آدم بن أبي الرجال,"['أحمد بن محمد بن إبراهيم بن أبي الرجال', 'أحمد بن محمد بن أبي الرجال']",-,-,-,الصلحي,-,-,أبو عبد الله,330 هـ,-,-,بغداد,249 هـ,-,-,1932,"[849, 487]",[128],2612
خالد بن خلي,"['أبو القاسم خالد بن خلي', 'أبي', 'خالد بن خلي', 'خالد بن خلي الحمصي', 'خالد بن خلي الكلاعي']",صدوق.,-,الحافظ,الحافظ ، الكلاعي ، الحمصي ، القاضي.,والد محمد بن خالد بن خلي ، وكانت إحدى أمهاته من ولد النعمان بن بشير.,-,أبو القاسم.,قال الذهبى فى السير : كأنه مات سنة : ( 220 هـ ونيف ),العاشرة.,ثقة.,حمص.,-,-,-,1933,"[404, 1483]","[849, 125, 1510, 167, 119]",9399
نفيع بن الحارث بن كلدة بن عمرو بن علاج بن أبي سلمة : عبد العزى ، ويقال: ابن عبد العزى بن غيرة بن عوف بن قسي ، وقيل : اسمه مسروح ، وقيل: نفيع بن مسروح,"['أبو بكر', 'أبو بكرة', 'أبو بكرة أخي زياد لأمه', 'أبو بكرة الثقفي', 'أبوه', 'أبوها', 'أبي', 'أبيه', 'جده', 'والده']",صحابي,أبو بكرة,-,الثقفي ، الحبشي ، البصري,مولى رسول الله صلى الله عليه وسلم ،  أخو : نافع ، وزياد ـ وزياد أخوه لأمه ـ أمهما : سمية أمة للحارث بن كلدة ، ووأبناؤه : رواد ، وعبد الرحمن ، وعبد العزيز ، وعبيد الله ، ومسلم ، وكيسة ، وحفيده : عبد الله بن عبد الرحمن بن أبي بكرة,-,أبو بكرة,50هـ ، أو : 51 هـ ، أو : 52هـ ، أو : 59هـ ، وقيل: 53هـ,صحابي,-,البصرة ، سكة إصطفانوس,-,البصرة,-,1934,"[14, 104, 23]","[929, 575, 453, 1197, 43, 1187, 1923, 1042, 1524, 483]",2717
أسماء بنت أبي بكر,"['أسماء', 'أسماء ابنة أبي بكر', 'أسماء بنت أبي بكر', 'أسماء بنت أبي بكر الصديق', 'أسماء يعني بنت أبي بكر', 'أم ابن الزبير', 'أمك', 'أمه', 'جدته']",من كبار الصحابة,ذات النطاقين,ذات النطاقين,التيمية ، المكية ، ثم المدنية ، القرشية ، من بني عامر بن لؤي,أمها قتلة أو قتيلة بنت عبد العزى ، وزوجها الزبير بن العوام ، وأخوها عبد الله بن أبي بكر ، وأخت أم المؤمنين عائشة ، وابناها : عبد الله وعروة ، وأحفادها : عباد بن عبد الله ، وعبد الله بن عروة ، وفاطمة بنت المنذر بن الزبير ، وعباد بن حمزة بن عبد الله بن الزبير ، ومولاها عبد الله بن كيسان,-,أم عبد الله,73 هـ ، أو 74 هـ,من كبار الصحابة,من المهاجرات,المدينة,قبل الهجرة بـ 27 سنة,مكة,-,1935,"[984, 98, 265]","[1591, 182, 1690, 452, 621, 2006, 377, 714, 362, 198, 323, 304, 488]",3263
معاذ بن أنس,"['أبي', 'أبيه', 'معاذ', 'معاذ بن أنس', 'معاذ بن أنس الجهني']",صحابي,-,-,الجهني ، المصري,حليف الأنصار ،  والد سهل,-,-,بقي إلى خلافة عبد الملك,صحابي,صحابي,مصر ، الشام,-,عسفان,-,1936,"[496, 105, 1829, 492]","[491, 158, 492]",8561
علي بن أحمد بن منصور بن محمد بن قبيس,"['أبو الحسن علي بن أحمد بن منصور الغساني المالكي', 'أبو الحسن علي بن أحمد بن منصور بن قبيس الغساني', 'أبو الحسن علي بن أحمد بن منصور بن محمد بن عبد الله بن قبيس الغساني', 'أبو الحسن علي بن أحمد بن منصور بن محمد بن قيس المالكي', 'أبو الحسين علي بن أحمد بن منصور المالكي', 'أبو الحسين علي بن أحمد بن منصور بن', 'علي بن أحمد بن منصور الغساني', 'علي بن أحمد بن منصور المالكي', 'علي بن أحمد بن منصور بن قبيس']",-,-,-,الغساني ، الدمشقي ، المالكي ، النحوي ، الزاهد ، العابد,-,مالكي,أبو الحسن,530 هـ,-,-,المنارة,442 هـ,-,-,1937,"[1306, 1788]",[],15469
محمد بن عبيد الله بن محمد,['أبو الفضل محمد بن عبيد الله بن محمد الصرام'],-,-,الصرام,الصرام ، النيسابوري ، العابد,-,-,أبو الفضل,479 هـ,-,-,نيسابور,-,-,-,1938,[521],[2099],8469
محمد بن علي بن إبراهيم بن محمد بن مصعب بن عبيد الله بن مصعب بن إسحاق بن طلحة بن عبيد الله,"['أبو بكر محمد بن علي بن إبراهيم بن مصعب', 'أبو بكر محمد بن علي بن مصعب']",-,-,الأمين,التيمي ، الطلحي ، الأصبهاني ، التاجر ، الأمين,عم والدة الحافظ إسماعيل التيمي,-,أبو بكر,425 هـ,-,-,أصبهان,330 هـ ونيف,-,-,1939,[141],[1679],7799
أبو كثير ، وقيل : أبو كبير ، وقيل : أبو كبيرة,"['أبو كثير', 'أبو كثير مولى ابن جحش', 'أبو كثير مولى الأسلميين', 'أبو كثير مولى الليثيين', 'أبو كثير مولى الهذليين', 'أبو كثير مولى لمحمد بن جحش', 'أبو كثير مولى محمد بن جحش', 'أبو كثير مولى محمد بن عبد الله', 'أبو كثير مولى محمد بن عبد الله بن جحش']",ثقة ، ويقال : له صحبة,-,-,الحجازي ، الجحشى مولاهم ، ويقال : الليثى مولاهم,مولى آل جحش ، ويقال : مولى محمد بن عبد الله بن جحش ، ويقال : مولى الليثيين,-,أبو كثير ، وقيل : أبو كبير ، وقيل : أبو كبيرة,-,الثانية . ويقال : له صحبة,شيخ  ، يقال : له صحبة,-,في حياة النبي صلى الله عليه وسلم,-,-,1940,"[14, 1949]","[420, 159, 1099]",10145
